name,data,quote_text,status,url
É falso que água quente com abacaxi cura o câncer,"2 de outubro de 2019, 14h46","Água quente de abacaxi por favor espalhe !! por favor espalhe !! O professor Chen Huiren, do Hospital Geral do Exército de Pequim, enfatizou que, se todos os que receberem este boletim puderem levar dez cópias para os outros, certamente pelo menos uma vida será salva… Eu cumpri algumas de minhas responsabilidades, espero que você também consiga .. Obrigado! Água quente de abacaxi pode economizar uma vida inteira. Abacaxi quente ~ pode matar células cancerígenas.",FALSO,https://www.aosfatos.org/noticias/e-falso-que-agua-quente-com-abacaxi-cura-o-cancer/
É falso que Chico Xavier previu a chegada de Bolsonaro à Presidência,"20 de agosto de 2019, 09h47",Chico Xavier em 1952 transcreveu este texto (...).,FALSO,https://www.aosfatos.org/noticias/e-falso-que-chico-xavier-previu-a-chegada-de-bolsonaro-presidencia/
"Vídeo que mostra homem sendo chicoteado é de 2017, e agressor não é vereador do PT","20 de agosto de 2019, 16h13","Com Bolsonaro presidente estamos retornando a escravidão, cenas muito forte neste vídeo. Compartilhem vamos ajudar colocar esse patrão meia tigela na cadeia... e indenizar o cidadão pai de família…",FALSO,https://www.aosfatos.org/noticias/video-que-mostra-homem-sendo-chicoteado-e-de-2017-e-agressor-nao-e-vereador-do-pt/
"Vídeo que mostra homem sendo chicoteado é de 2017, e agressor não é vereador do PT","20 de agosto de 2019, 16h13","VEREADOR DO PT SURRA SERVENTE. As agressões começaram quando o Vereador ficou sabendo que o servente, tinha comido dois ovos ao invés de um. Depois dizem que somos nós da Direita os torturadores.",FALSO,https://www.aosfatos.org/noticias/video-que-mostra-homem-sendo-chicoteado-e-de-2017-e-agressor-nao-e-vereador-do-pt/
É falso que perfurar dedos e orelhas auxilie no socorro a vítimas de AVC,"21 de agosto de 2019, 14h08",Como salvar uma pessoa que sofre um derrame com uma agulha?,FALSO,https://www.aosfatos.org/noticias/e-falso-que-perfurar-dedos-e-orelhas-auxilie-no-socorro-a-vitimas-de-avc/
Fotos antigas de animais mortos e feridos circulam como se fossem vítimas de atuais queimadas,"21 de agosto de 2019, 19h15","Mamãe guariba impotente, sofre e grita ao perceber que seu filhote não mais respira chamuscado-asfixiado pela queimada criminosa de sua mata.. Impossível não se indignar contra a barbárie fascista que tanto infelicita os seres que vivem em nosso Brasil. Imperdoável!!!",FALSO,https://www.aosfatos.org/noticias/fotos-antigas-de-animais-mortos-e-feridos-circulam-como-se-fossem-vitimas-de-atuais-queimadas/
Fotos antigas de animais mortos e feridos circulam como se fossem vítimas de atuais queimadas,"21 de agosto de 2019, 19h15",,FALSO,https://www.aosfatos.org/noticias/fotos-antigas-de-animais-mortos-e-feridos-circulam-como-se-fossem-vitimas-de-atuais-queimadas/
Fotos antigas de animais mortos e feridos circulam como se fossem vítimas de atuais queimadas,"21 de agosto de 2019, 19h15","A cena é forte, mas é preciso conscientizar que não são somente as florestas que estão sendo queimadas, mas os animais silvestres que lá habitam. Sem dúvida são dias tristes para o Brasil. (Foto queimadas em Roraima)",FALSO,https://www.aosfatos.org/noticias/fotos-antigas-de-animais-mortos-e-feridos-circulam-como-se-fossem-vitimas-de-atuais-queimadas/
Fotos antigas de animais mortos e feridos circulam como se fossem vítimas de atuais queimadas,"21 de agosto de 2019, 19h15",O que fizeram com esse país? Animal tentou fugir das queimadas criminosas de Bolsonaro na Amazônia.,FALSO,https://www.aosfatos.org/noticias/fotos-antigas-de-animais-mortos-e-feridos-circulam-como-se-fossem-vitimas-de-atuais-queimadas/
Fotos antigas de animais mortos e feridos circulam como se fossem vítimas de atuais queimadas,"21 de agosto de 2019, 19h15",,FALSO,https://www.aosfatos.org/noticias/fotos-antigas-de-animais-mortos-e-feridos-circulam-como-se-fossem-vitimas-de-atuais-queimadas/
É falso que biblioteca da Universidade Petrobras foi destruída,"29 de julho de 2019, 18h24","A Petrobras mantinha uma biblioteca e um museu de geologia no Rio de Janeiro, vinculado a Universidade da Petrobras, responsável pela formação e atualização de seus profissionais e intercâmbio com universidades. Homens chegaram na biblioteca e avisaram que os profissionais da Petrobras deveriam retirar o que quisessem, porque tudo seria triturado.",FALSO,https://www.aosfatos.org/noticias/e-falso-que-biblioteca-da-universidade-petrobras-foi-destruida/
É falso que biblioteca da Universidade Petrobras foi destruída,"29 de julho de 2019, 18h24",Destruíram o acervo e os registros de pesquisas. Lembram nazifascistas queimando livros.,FALSO,https://www.aosfatos.org/noticias/e-falso-que-biblioteca-da-universidade-petrobras-foi-destruida/
